DATE,BAC_N,BARC_L,BNPP_PA,C_N,CAGR_PA,GS,HSBA_L,JPM_N,MS_N,SAN_MC,SOGN_PA,WFC_N
2012-07-24,7.04,139.116148,26.46,25.24,2.94,94.47,510.6,34.73,12.62,2.898224,15.4,33.25
2012-07-25,7.07,139.06996,26.56,25.79,2.98,95.96,517.6,35.17,12.96,2.92478,15.585,33.16
2012-07-26,7.17,141.887386,28.835,26.28,3.234,98.06,525.7,35.81,13,3.236996,16.97,33.77
2012-07-27,7.31,154.265582,30.185,27.3,3.343,101.64,531.1,36.89,13.49,3.430785,18,34.19
2012-07-30,7.28,157.54488,31.185,27.14,3.578,100.88,543.1,36.14,13.51,3.570026,18.685,33.96
2012-07-31,7.34,155.189328,30.17,27.13,3.491,100.9,533.9,36,13.66,3.5528,18.01,33.81
2012-08-01,7.22,155.466452,30.705,26.78,3.57,100.09,540.6,36,13.51,3.561413,18.105,33.9
2012-08-02,7.18,149.923976,29.45,26.18,3.283,97.81,538.7,35.17,13.03,3.323124,16.8,33.34
2012-08-03,7.43,158.283877,32,27.4,3.547,100.98,560.5,36.09,13.78,3.58151,18.525,34.34
2012-08-06,7.64,163.687791,33.2,28.56,3.732,102.02,560.3,36.3,14.14,3.725057,18.925,34
2012-08-07,7.67,166.135718,33.63,28.89,3.98,103.24,560.7,37.01,14.5,3.839895,19.395,33.96
2012-08-08,7.67,165.304347,33.83,28.86,3.97,102.5,563.3,37.16,14.57,3.834871,19.605,33.82
2012-08-09,7.72,165.304347,34.02,28.86,3.998,103.6,566,36.92,14.71,3.810468,19.865,33.82
2012-08-10,7.74,169.415016,33.675,28.9,3.979,103.02,566.8,36.97,14.61,3.796831,20.07,33.83
2012-08-13,7.72,169.091705,33.75,28.78,4.011,103.61,565.7,36.99,14.55,3.826976,20.265,33.96
2012-08-14,7.78,171.58582,33.81,28.77,3.941,103.26,569,37.1,14.39,3.868605,20.26,33.96
2012-08-15,7.87,169.137893,33.8,28.74,3.984,103.13,562.2,37.07,14.58,3.873629,20.34,33.97
2012-08-16,7.93,172.001505,34.525,28.82,4.169,103.49,564.8,37.1,14.59,4.026507,20.95,34.13
2012-08-17,8,178.144416,35,29.03,4.315,103.6,570,36.98,14.59,4.104741,21.55,34.03
2012-08-20,8.15,176.343111,34.385,29.98,4.123,105.28,563.1,37.37,14.83,4.048039,20.77,34.07
2012-08-21,8.19,182.024149,35.225,30.73,4.328,105.32,567.9,38.04,14.89,4.098281,21.57,34.38
2012-08-22,8.22,179.345286,35.015,30.49,4.339,104.67,559.4,37.83,14.86,3.984161,21.25,34.18
2012-08-23,8.15,176.435486,34.775,29.59,4.282,104.08,559.1,37.23,14.5,4.013588,20.745,33.92
2012-08-24,8.16,172.925251,34.18,29.83,4.243,104.96,557,37.17,14.56,3.987749,20.57,34.04
2012-08-28,7.96,174.541807,34.53,29.34,4.266,105.03,558.4,37.13,14.6,3.997798,20.995,34.1
2012-08-29,8,172.140067,34.305,29.91,4.296,105.53,553.7,37.3,14.81,3.93679,20.85,34.07
2012-08-30,7.91,169.507391,33.84,29.65,4.312,104.72,547.9,36.9,14.9,3.83846,20.465,33.87
2012-08-31,7.99,169.276455,34.555,29.71,4.638,105.72,547.1,37.14,15,4.069571,21.05,34.03
2012-09-04,8,167.428963,34.51,29.7,4.581,106.41,544.6,37.01,15.51,4.091104,20.76,33.8
2012-09-05,7.95,168.075585,35.22,29.77,4.623,109.94,541,37.11,15.68,4.104023,21.275,33.75
2012-09-06,8.35,178.329165,37.145,31.12,5.013,113.54,555.1,38.69,16.25,4.292788,22.925,34.87
2012-09-07,8.8,190.661174,37.775,32.07,5.341,116.33,563.5,39.3,17.08,4.365997,24.49,35
2012-09-10,8.58,191.908232,38.165,31.83,5.505,114.68,563.7,38.76,16.61,4.355949,24.405,34.59
2012-09-11,9.03,197.219771,39.01,32.66,5.568,116.69,564.6,39.6,17.25,4.432029,24.66,34.15
2012-09-12,8.97,200.452882,38.92,33.05,5.89,118.24,569.1,39.92,17.42,4.48873,24.73,34.33
2012-09-13,9.4,201.330441,38.31,34.45,5.74,120.67,568.1,41.4,17.9,4.40619,23.925,35.55
2012-09-14,9.55,211.584021,39.99,34.79,5.937,121.36,584.4,41.57,18.24,4.514569,24.75,36.13
2012-09-17,9.3,210.614088,40.195,34.06,5.984,119.9,583.2,41.19,17.8,4.478682,25.03,35.33
2012-09-18,9.23,208.212348,39.535,33.94,5.798,119.88,577.9,41.26,17.63,4.378199,24.1,35.44
2012-09-19,9.29,207.981412,39.525,34.18,5.791,119.02,587.8,41.34,17.57,4.385376,24.1,35.25
2012-09-20,9.19,205.117799,38.915,33.81,5.728,117.63,587,41.25,17.21,4.332263,23.555,35.2
2012-09-21,9.11,206.688168,39.665,33.67,5.853,116.72,584.2,40.88,17.08,4.485859,23.795,34.97
2012-09-24,9.1,203.455057,39.065,33.49,5.714,116.6,585,41.23,17.04,4.42844,23.405,35.09
2012-09-25,8.92,206.180107,39.51,32.86,5.718,113.5,583.8,40.55,16.6,4.452843,23.955,34.72
2012-09-26,8.82,197.358333,37.335,32.51,5.292,113.08,573.7,40.24,16.43,4.251877,22.425,34.42
2012-09-27,8.97,200.683819,37.895,32.97,5.494,115.23,579.5,40.68,16.84,4.249724,22.79,34.76
2012-09-28,8.83,198.466828,36.98,32.72,5.37,113.68,573.3,40.48,16.74,4.159289,22.1,34.53
2012-10-01,8.96,205.394923,38.27,32.75,5.765,116.86,587.5,40.97,16.79,4.217425,22.95,34.7
2012-10-02,8.93,203.91693,37.685,33.26,5.708,117.25,580.5,40.92,16.91,4.264796,22.58,34.82
2012-10-03,9.11,203.455057,37.81,34.06,5.65,117.91,587.7,40.86,17.03,4.213119,22.505,35.44
2012-10-04,9.41,205.579672,38.045,34.96,5.733,119.9,592.8,41.82,17.47,4.210966,22.895,35.97
2012-10-05,9.32,210.475526,39.39,34.77,5.839,119.31,599.8,41.71,17.5,4.349489,23.75,35.84
2012-10-08,9.28,205.394923,38.665,34.78,5.727,119.46,595.8,41.66,17.45,4.295659,23.145,35.8
2012-10-09,9.21,204.655926,38.055,34.6,5.74,119.63,591,41.38,17.35,4.189434,22.93,35.1
2012-10-10,9.21,205.071612,37.695,35.14,5.728,120.08,589.6,41.77,17.4,4.115507,22.74,35.23
2012-10-11,9.34,214.909507,38.795,35.52,5.977,121.99,597.2,42.1,17.86,4.195175,23.845,35.18
2012-10-12,9.12,214.493821,38.45,34.75,5.97,120.2,595.3,41.62,17.31,4.119813,23.975,34.25
2012-10-15,9.44,218.78924,39.005,36.66,6.076,124.5,600.3,42.38,17.75,4.169337,24.345,33.9
2012-10-16,9.46,227.333891,40.695,37.25,6.397,123.22,611,42.83,17.87,4.349489,25.285,33.73
2012-10-17,9.44,225.763522,41.755,38.43,6.214,124.92,612.7,43.32,18.49,4.495762,26.115,34.47
2012-10-18,9.47,222.345662,41.775,38.42,6.315,125.15,616.9,43.01,17.79,4.423876,26.775,34.57
2012-10-19,9.44,216.018002,40.79,37.18,6.176,123.62,615.3,42.32,17.53,4.291109,26.1,34.34
2012-10-22,9.55,217.449808,40.9,37.72,6.24,122.77,618,42.09,17.45,4.247097,26.01,34.5
2012-10-23,9.36,214.909507,40.045,36.89,6.101,119,612.9,41.33,17.11,4.205287,25.43,33.87
2012-10-24,9.31,212.369205,40.29,37.3,6.126,119.77,610,41.71,17.18,4.239029,25.175,33.72
2012-10-25,9.24,215.094256,39.625,37.41,6.001,119.72,614,41.67,17.1,4.214089,24.885,34.06
2012-10-26,9.12,214.770945,39.125,36.6,5.885,119.44,610.4,41.16,17.04,4.195751,24.64,33.97
2012-10-31,9.32,210.152215,38.81,37.39,5.808,122.39,608.8,41.68,17.38,4.246364,24.525,33.69
2012-11-01,9.74,221.006231,38.97,37.95,5.98,124.85,625,42.84,17.61,4.263968,25.005,34.06
2012-11-02,9.85,222.761348,38.965,37.6,5.982,123.25,626.1,42.42,17.78,4.294043,25.39,33.74
2012-11-05,9.75,219.389675,38.64,37.32,5.83,124.08,618,42.27,17.75,4.188416,24.77,34.02
2012-11-06,9.94,224.054592,39.12,38.47,6.08,126.25,621.7,42.88,18.19,4.197951,25.33,34.32
2012-11-07,9.23,217.865494,39.54,36.05,5.952,117.98,607.8,40.46,16.63,4.049046,24.59,32.91
2012-11-08,9.39,218.558304,40.05,36,5.919,115.27,602.9,40.4,16.52,4.051247,24.995,32.35
2012-11-09,9.43,212.600142,39.455,35.93,5.573,116.15,600.9,40.62,16.61,4.034376,24.62,32.35
2012-11-12,9.39,217.034123,39.535,36.42,5.479,117.24,603.8,40.58,16.77,3.98523,24.905,32.37
2012-11-13,9.33,219.204926,40.5,36.16,5.65,116.47,608.6,40.04,16.52,4.128267,25.345,32.02
2012-11-14,8.99,219.528237,40.075,35.03,5.538,114.24,603,39.29,16.09,4.100393,24.995,31.43
2012-11-15,9.1,221.006231,40.3,35.21,5.622,115.44,601.3,39.39,16.26,4.120198,25.14,31.57
2012-11-16,9.12,216.341313,39.255,34.96,5.461,115.84,595.8,39.53,16.18,4.021172,24.435,31.94
2012-11-19,9.49,230.705564,41.08,36.09,5.745,118.3,618.3,40.59,16.52,4.148805,25.785,32.4
2012-11-20,9.63,227.703389,41.08,36,5.778,118.09,614.5,40.7,16.35,4.159075,26.255,32.92
2012-11-21,9.77,229.874192,41.525,35.77,5.788,117.7,618,40.73,16.25,4.188416,26.635,32.59
2012-11-23,9.9,234.816233,42.6,36.03,5.8,120.31,625.9,41.09,16.43,4.261768,27.135,33.2
2012-11-26,9.85,222.160913,41.82,35.57,5.645,120.94,620,40.88,16.61,4.237562,26.44,32.9
2012-11-27,9.66,225.070713,42.11,35.04,5.7,118.41,620.9,40.75,16.63,4.234628,27.025,32.63
2012-11-28,9.76,223.685094,41.985,35.07,5.716,119.33,622.8,40.83,16.88,4.222891,27.15,32.81
2012-11-29,9.83,225.948272,42.83,35.21,5.849,118.73,631.6,41.22,16.86,4.323384,27.815,33.16
2012-11-30,9.86,227.241516,42.945,34.57,5.829,117.79,637.7,41.08,16.87,4.338054,27.805,33.01
2012-12-03,9.8,225.763522,42.57,34.22,5.91,118.4,635.9,40.81,16.47,4.326318,27.94,32.75
2012-12-04,9.91,225.209275,43.13,34.29,6.03,116.58,636.2,40.57,16.61,4.34759,28.51,32.74
2012-12-05,10.46,227.611014,43.38,36.46,6.048,117.13,644.1,41.2,16.98,4.311647,28.195,32.98
2012-12-06,10.45,231.398373,43.935,37.02,6.135,117.2,643.8,41.47,16.74,4.327785,28.625,33.14
2012-12-07,10.64,232.368306,44.03,37.64,6.109,116.57,643.6,42.56,16.97,4.289642,29.275,33.23
2012-12-10,10.57,230.520814,43.195,37.19,5.951,117.01,641.2,42.31,17.01,4.214822,28.815,33.05
2012-12-11,10.51,229.966567,43.175,37,5.88,118.86,644.8,42.64,17.75,4.2559,29.255,33.29
2012-12-12,10.61,233.33824,43.16,37.53,5.914,118.09,643.8,42.77,17.7,4.298444,29.525,33.5
2012-12-13,10.54,234.723859,43.215,37.29,5.999,118.5,643.4,42.78,17.8,4.327785,29.13,33.26
2012-12-14,10.58,236.109478,43.92,37.6,5.954,119.36,641.6,42.81,18.05,4.327785,29.245,33.15
2012-12-17,11,237.310347,43.845,39.15,5.909,123.49,641.5,43.48,18.53,4.276438,29.59,34.38
2012-12-18,11.35,241.236268,43.86,39.47,6.04,127.77,640.2,43.87,19.12,4.370329,29.75,34.96
2012-12-19,11.19,246.224496,44.56,39.45,6.179,127.2481,653,43.53,19.09,4.408473,29.75,34.62
2012-12-20,11.52,246.455433,44.54,40.17,6.262,129.72,650,44.53,19.27,4.426811,29.485,35.06
2012-12-21,11.29,242.945198,43.655,39.49,6.105,128.44,649.7,44,18.92,4.481825,28.875,34.48
2012-12-24,11.25,243.037573,43.41,39.38,6.1,127.54,654.9,43.92,18.95,4.467154,28.65,34.42
2012-12-27,11.47,244.977439,43.435,39.25,6.164,126.67,652,43.63,18.77,4.472289,28.9,34.18
2012-12-28,11.36,241.790516,42.335,39.01,6.054,125.52,651.3,43.24,18.62,4.407005,28.15,33.91
2012-12-31,11.6,242.39095,42.585,39.56,6.084,127.56,646.9,43.97,19.12,4.47449,28.34,34.18
2013-01-02,12.03,254.584398,44.46,41.25,6.35,131.66,665.7,44.66,19.62,4.642466,29.85,35.05
2013-01-03,11.97,254.953896,44.46,41.41,6.348,130.94,662.5,44.57,19.58,4.626329,29.575,34.81
2013-01-04,12.11,255.600518,44.385,42.43,6.353,134.51,667.6,45.36,20.17,4.6432,29.33,34.94
2013-01-07,12.09,265.299851,45.21,42.47,6.578,134.26,666.2,45.41,19.8,4.637332,30.13,34.77
2013-01-08,11.98,265.299851,45.695,42.46,6.631,133.05,659.2,45.5,19.65,4.650535,31.085,34.71
2013-01-09,11.43,272.274134,45.64,42.04,6.938,134.32,669.9,45.47,19.62,4.69528,32.15,34.71
2013-01-10,11.78,272.135572,45.575,42.83,7.093,137.37,673.4,46.15,20.34,4.754695,32.7,35.4
2013-01-11,11.63,276.800489,45.87,42.34,7.124,137.13,677.7,46.14,20.17,4.834649,32.895,35.1
2013-01-14,11.47,276.107679,45.635,42.22,7.341,136.13,675.8,45.88,20.07,4.855921,34.14,34.77
2013-01-15,11.55,272.874568,44.23,42.57,7.435,135.59,679.6,46.35,20.43,4.832344,33.49,35.11
2013-01-16,11.78,271.027076,44.21,42.48,7.272,141.09,683.4,46.82,20.54,4.833847,32.54,35.09
2013-01-17,11.28,273.475003,45.625,41.24,7.45,141.01,691.1,46.44,20.75,4.846621,32.78,35.03
2013-01-18,11.14,274.352562,46.235,41.66,7.459,144.45,693.9,46.46,22.38,4.839858,33.24,34.93
2013-01-22,11.35,273.475003,46.295,41.78,7.507,145.95,693,46.54,22.98,4.833095,33.5,35.04
2013-01-23,11.42,273.428816,45.115,42.02,7.32,145.56,695.1,46.23,22.67,4.831592,32.34,34.95
2013-01-24,11.53,277.1238,46.055,42.8,7.41,144.96,704.9,46.37,22.6,4.875926,33.12,35.16
2013-01-25,11.62,277.770422,46.665,42.91,7.578,144.46,710.3,47.16,22.7,4.913496,33.725,35.14
2013-01-28,11.48,282.527714,47.665,42.34,7.762,144.15,717.1,46.64,22.31,4.89396,34.06,35.11
2013-01-29,11.49,277.955171,47.245,42.16,7.554,147.1,720.1,47.12,22.59,4.881186,33.585,35.27
2013-01-30,11.38,278.971292,46.205,41.95,7.394,147.15,724.1,47.13,22.98,4.80905,33.02,34.97
2013-01-31,11.32,278.047546,46.21,42.16,7.28,147.86,716.7,47.05,22.85,4.642987,33.275,34.83
2013-02-01,11.71,277.1238,46.755,43.02,7.525,149.9,719.6,47.85,23.51,4.534784,33.74,35.13
2013-02-04,11.48,269.271959,44.695,42.21,7.117,147.52,706.1,47.68,22.88,4.276297,32.125,34.76
2013-02-05,11.88,272.736007,45.525,42.92,7.227,150.45,709.4,48.79,23.4,4.403286,32.655,34.85
2013-02-06,11.93,272.920756,44.365,43.05,6.959,151.12,713.1,48.61,23.39,4.381495,31.5,34.97
2013-02-07,11.84,270.195705,43.565,42.87,6.874,150.26,700.4,48.23,23.1,4.354444,31.055,34.66
2013-02-08,11.76,275.830556,44.595,42.68,7.35,151.6,716.7,48.63,23.32,4.508484,31.95,34.88
2013-02-11,11.86,278.509419,44.75,43.15,7.414,152.24,718.3,48.66,23.28,4.436349,31.555,35.26
2013-02-12,12.25,302.388253,46.035,44.35,7.636,154.11,728.9,49.14,23.63,4.513744,32.665,35.51
2013-02-13,12.17,301.141196,45.845,44,7.532,154.52,730.9,48.68,23.63,4.528772,31.5,35.13
2013-02-14,12.13,294.674974,46.75,44.32,7.391,155.93,724.2,49.22,23.83,4.491953,30.405,35.21
2013-02-15,12.03,296.753403,46.005,43.84,7.189,154.99,726.4,48.88,23.87,4.428834,29.99,35.16
2013-02-19,12.19,300.21745,45.625,44.5,7.323,158.65,728.8,49.45,24.32,4.484439,31.155,35.14
2013-02-20,11.8,295.552533,44.525,43.22,7.608,155.18,732.9,48.61,23.42,4.403286,30.67,35.1
2013-02-21,11.42,283.081962,42.5,42.35,7.271,150.88,716.4,48.25,22.83,4.290574,29.28,35.46
2013-02-22,11.44,283.590022,43.63,42.79,7.277,154.09,721.4,48.91,23.58,4.392767,29.82,35.82
2013-02-25,11.03,287.885441,43.69,41.15,7.475,147.65,729.9,47.7,22.03,4.430337,29.825,34.79
2013-02-26,11.13,274.352562,41.67,41.29,7.037,148,713,47.6,22.44,4.222196,28.2,34.75
2013-02-27,11.3,278.786543,43.155,42.16,7.095,151.65,725,49.28,22.9,4.339416,29.175,35.13
2013-02-28,11.23,283.590022,43.105,41.97,7.2,149.76,731.4,48.92,22.55,4.366467,29.41,35.08
2013-03-01,11.34,280.310724,42.37,42.11,7.025,150.53,728.1,48.91,22.43,4.308608,28.65,35.39
2013-03-04,11.41,277.493298,42.5,42.94,7.037,152.18,710,49.1,22.6,4.325891,28.665,35.85
2013-03-05,11.55,284.005708,43.735,43.6,7.249,152.96,714.3,49.49,22.74,4.408546,29.835,35.88
2013-03-06,11.92,279.109854,43.02,44.58,7.224,154.13,713.6,50.03,22.91,4.344676,29.64,36.05
2013-03-07,12.26,285.899387,42.855,45,7.175,156.62,718.2,50.63,23.22,4.358201,29.46,36.42
2013-03-08,12.07,294.305476,44.61,46.68,7.257,152.98,737,50.2,23.03,4.497213,30.845,36.5
2013-03-11,12.15,287.746879,44.395,47.6,7.193,153.3,734.7,50.48,23.1,4.435597,30.925,37.13
2013-03-12,12.01,289.27106,44.16,46.95,7.173,151.85,729.4,50.28,22.67,4.408546,30.62,36.66
2013-03-13,12.06,290.702866,43.72,46.97,7.186,151.91,726.6,50.16,22.78,4.373981,30.055,36.77
2013-03-14,12.11,293.658853,44.26,47.46,7.24,154.02,740,51,22.8,4.485942,30.5,36.97
2013-03-15,12.57,295.644907,43.99,47.26,7.183,154.84,720.1,50.02,23.59,4.48519,29.975,38.2
2013-03-18,12.56,282.620089,42.75,46.24,6.956,151.95,720.2,49.51,22.99,4.380744,28.975,37.76
2013-03-19,12.71,274.814435,40.955,45.79,6.562,148.84,716.4,49.2,22.39,4.221444,27.84,37.49
2013-03-20,12.78,272.689819,42.24,46.09,6.696,150.13,712,49.12,22.74,4.296586,28.19,37.44
2013-03-21,12.57,272.135572,42.02,45.23,6.641,145.38,703.8,48.35,22.06,4.239478,28.14,37.14
2013-03-22,12.56,269.733832,41.175,45.23,6.563,146.6,699.8,48.78,22.18,4.204162,27.43,37.2
2013-03-25,12.4,260.588747,39.925,44.49,6.18,146.11,695,48.52,21.97,4.068156,25.78,37.21
2013-03-26,12.28,265.299851,40.365,44.83,6.148,146.54,698.5,48.64,22.22,3.973477,25.735,37.3
2013-03-27,12.23,265.946473,39.67,44.46,6.276,147.84,697.6,47.77,22.29,3.930647,25.475,36.98
2013-03-28,12.18,268.948648,40.04,44.24,6.426,147.15,702.5,47.46,21.98,3.938912,25.63,36.99
2013-04-02,12.15,274.814435,40.925,44.11,6.528,146.68,711.2,48.28,21.7,4.048619,26.54,36.88
2013-04-03,11.81,267.239718,40.095,42.5,6.36,143.41,701.5,46.85,21.11,3.929895,25.725,36.67
2013-04-04,11.94,263.175235,39.83,42.77,6.365,142.99,694,47.49,21.33,3.902845,25.42,37.42
2013-04-05,11.97,258.64888,39.265,43.01,6.266,143.69,681.5,47.91,21.56,3.893828,25.395,37.15
2013-04-08,12.21,256.062391,39.16,43.56,6.118,143.82,679.7,48.58,21.74,3.903596,25.095,37.02
2013-04-09,12.25,264.191356,39.365,43.89,6.219,146.52,683.9,48.68,21.74,3.943421,25.26,37.45
2013-04-10,12.32,275.507245,41.465,45.06,6.602,149.46,691,49.25,22.22,4.1448,26.805,37.57
2013-04-11,12.27,280.726409,41.975,44.87,6.693,149.07,692,49.31,22.27,4.161331,27.19,37.51
2013-04-12,12.17,276.477178,40.725,44.78,6.505,149.12,688.1,49.01,21.82,4.045566,26.4,37.21
2013-04-15,11.98,274.121626,40.33,44.87,6.385,146.46,681.4,47.93,21.48,4.046337,26.1,36.57
2013-04-16,12.28,272.320321,40.12,46.66,6.406,144.1,677.6,48.49,21.85,4.036318,26.155,37.06
2013-04-17,11.7,268.163464,38.295,45.74,6.21,140.6,671,46.79,21.47,3.971576,25.175,36.56
2013-04-18,11.44,262.112928,38.29,45.09,6.144,138.6,663.3,46.64,20.31,3.984679,24.3,36.27
2013-04-19,11.66,264.514667,38.965,45.03,6.236,138.72,679.2,47.23,20.58,4.029381,24.78,36.69
2013-04-22,11.72,267.424467,38.96,45.15,6.3,139.52,679.2,47.35,20.71,4.088727,24.995,36.73
2013-04-23,12.07,275.553432,41.06,46.46,6.73,142.94,688.3,48.17,21.61,4.299908,26.76,37.13
2013-04-24,12.31,272.089384,41.79,47.12,6.782,143.93,695,48.72,21.45,4.333049,26.785,37.34
2013-04-25,12.44,271.3042,41.8,47.11,6.867,144.76,690.5,49,21.43,4.231313,26.965,37.64
2013-04-26,12.42,268.532962,41.58,46.92,6.893,144.11,699.9,48.88,21.4,4.172737,26.725,37.88
2013-04-29,12.38,267.793965,42.35,46.82,7.047,145.11,703.6,48.92,22.21,4.28141,27.2,37.88
2013-04-30,12.31,264.237543,42.31,46.66,6.951,146.07,703.5,49.01,22.15,4.232083,27.58,37.98
2013-05-02,12.19,266.870219,42.87,46.54,7.01,143.67,711.1,48.08,22.29,4.223605,27.78,37.41
2013-05-03,12.24,273.521191,43.89,46.97,7.158,145.37,713.9,47.57,22.76,4.303761,28.545,37.74
2013-05-07,12.9,283.95952,44.95,48.11,7.088,149.32,735,49.14,23.27,4.331508,30.14,38.4
2013-05-08,13.02,285.252765,44.65,49.29,7.05,150.26,734.5,49.76,23.67,4.339215,30.72,38.45
2013-05-09,12.91,286.36126,44.54,48.6,7.045,148.54,730.5,49.04,23.41,4.306073,30.68,37.89
2013-05-10,13.02,290.425742,44.67,48.75,6.912,149.1,744.8,48.96,23.94,4.23902,30.065,38.03
2013-05-13,12.98,288.716812,44.155,48.92,6.79,149.63,739.6,49.67,23.68,4.146532,29.845,38.2
2013-05-14,13.34,290.102431,45.045,50.09,6.917,154.52,746.4,50.23,24.27,4.115703,29.995,38.76
2013-05-15,13.44,294.351663,45.75,51.34,7.187,155.61,754.4,51.09,24.86,4.185069,30.6,39.3
2013-05-16,13.36,295.968218,45.85,50.61,7.281,154.47,749,50.97,24.58,4.192776,30.765,39.26
2013-05-17,13.43,301.880193,46.49,51.45,7.36,158.18,758.6,52.3,25.19,4.242873,31.5,39.88
2013-05-20,13.51,301.325945,46.705,51.6,7.487,158.9,769.9,52.29,25.07,4.212044,32.155,40.2
2013-05-21,13.44,298.647082,45.485,51.66,7.379,160.73,765.3,53.02,25.12,4.195088,32,40.68
2013-05-22,13.31,308.392602,46.05,51,7.498,159.34,767.8,53.63,24.7,4.214356,32.13,40.1
2013-05-23,13.21,296.938152,44.78,50.53,7.257,157.41,741.8,53.35,24.25,4.148844,30.885,40.01
2013-05-24,13.24,292.827482,44.22,50.52,7.12,158.72,726,53.66,24.35,4.089498,30.635,40.24
2013-05-28,13.35,300.309825,46.04,51.79,7.345,160.7,743.1,54.6,24.73,4.299908,31.88,40.52
2013-05-29,13.48,295.59872,45.27,52.28,7.289,162.87,727.6,54.67,24.98,4.307615,31.01,40.75
2013-05-30,13.83,297.954272,45.63,53.27,7.384,164.35,735.9,55.62,25.82,4.30299,31.09,41.25
2013-05-31,13.66,296.014406,45.325,51.99,7.297,162.08,725.9,54.59,25.9,4.269849,30.86,40.55
2013-06-03,13.55,292.919857,45.3,51.96,7.229,163.56,718.3,54.49,25.65,4.237478,30.595,40.73
2013-06-04,13.36,295.922031,45.235,51.23,7.223,161.68,731.9,54.04,25.47,4.30222,31.03,40.44
2013-06-05,13.09,292.18086,44.66,50.03,7.082,158.3,713,53.03,25.03,4.252893,30.425,39.82
2013-06-06,13.2,280.172162,43.705,50.83,6.912,159.68,700,53.5,25.41,4.188152,29.615,40.72
2013-06-07,13.38,284.329019,44.44,51.6,7.113,166.01,708,54.27,27,4.213586,30.145,41.25
2013-06-10,13.3,285.114203,43.9,51.93,7.007,167.49,700.2,54.36,27.15,4.171195,29.715,41.27
2013-06-11,13.12,281.326844,43.085,49.95,6.942,163.31,693.4,53.49,26.09,4.083332,29.195,40.66
2013-06-12,13.06,273.244067,42.555,49.44,6.794,161.86,692.1,53.18,25.57,4.071,28.455,40.27
2013-06-13,13.21,273.936876,43.25,50.29,6.83,165.82,690.4,54.17,26.37,4.04942,28.255,40.94
2013-06-14,13.07,274.999184,43.28,49.22,6.899,162.92,680.1,53.13,25.83,4.076396,28.56,40.16
2013-06-17,13.21,274.029251,43.75,49.36,6.953,164.11,681.5,53.85,26.21,4.084874,28.94,40.61
2013-06-18,13.27,277.400924,44.13,50.01,6.984,164.15,696,54.11,26.32,4.10183,29.07,40.84
2013-06-19,13.19,278.509419,43.665,49.53,6.871,161.56,688.7,53.55,26.11,4.046337,28.805,40.66
2013-06-20,12.89,266.131223,41.795,47.9,6.637,155.41,664.5,52.48,25.15,3.877547,27.54,40.09
2013-06-21,12.69,260.126874,40.72,46.87,6.486,154.25,661.6,51.96,24.91,3.821284,26.95,40.96
2013-06-24,12.3,257.771321,40.145,45.44,6.346,150.78,655.6,50.92,24.4,3.73342,26.58,39.8
2013-06-25,12.67,261.512493,41.305,47,6.42,153.06,670.6,52.08,25.03,3.753459,26.71,40.3
2013-06-26,12.76,266.824032,42.43,47.61,6.642,151.66,677.8,52.5,24.88,3.893732,27.65,41.02
2013-06-27,13.01,264.422293,42.545,48.28,6.739,153.51,682.7,53.15,25.04,3.826679,27.55,41.56
2013-06-28,12.86,257.217074,41.975,47.97,6.603,151.25,682,52.79,24.43,3.778123,26.4,41.27
2013-07-01,12.93,262.805737,42.41,48.25,6.675,151.75,694.7,52.49,24.59,3.892191,26.715,41.36
2013-07-02,12.9,261.420118,42.315,48.15,6.6,150.92,694.8,52.8,24.44,3.899898,26.4,41.22
2013-07-03,12.83,259.34169,41.33,47.67,6.487,150.43,680.9,52.77,24.04,3.812806,25.865,41.22
2013-07-05,13.06,269.271959,42.955,48.53,6.765,153.24,712.5,53.99,24.57,3.861362,26.995,42.07
2013-07-08,13.28,275.830556,44.13,49.52,6.906,153.81,717.4,54.7,24.88,3.968493,27.66,42.83
2013-07-09,13.53,279.294603,43.905,50.21,6.778,156.94,725.4,54.89,25.44,3.969264,27.735,42.7
2013-07-10,13.37,279.017479,44.1,49.63,6.751,155.83,721.5,54.83,25.34,3.926874,27.785,42.07
2013-07-11,13.51,279.802663,44.125,50.04,6.804,157.71,721.2,55.14,25.55,3.941518,27.875,41.89
2013-07-12,13.78,282.804838,44.01,50.81,6.745,160.11,723.1,54.97,26.13,3.877547,27.895,42.63
2013-07-15,13.88,286.130324,44.43,51.81,6.788,163,730.6,54.89,26.69,3.891098,28.285,43.35
2013-07-16,13.92,284.65233,43.785,51.83,6.71,160.24,726.2,55.01,26.38,3.851555,27.94,43.02
2013-07-17,14.31,286.037949,44.115,51.79,6.766,161.5,731.2,55.27,26.54,3.906125,27.92,43.51
2013-07-18,14.76,292.873669,44.9,52.69,7.124,164.06,741,56.37,27.7,3.978094,29.115,44.41
2013-07-19,14.75,295.59872,45,52.35,7.256,164.36,737.5,56.16,27.6,3.952786,29.28,44.45
2013-07-22,14.92,299.293704,45.75,53,7.307,166.25,733.7,56.56,27.61,3.969395,29.72,44.63
2013-07-23,14.94,297.215276,45.655,52.88,7.266,166.26,731.4,56.67,27.81,4.057182,29.51,44.57
2013-07-24,14.71,296.10678,47.28,52.19,7.345,165.04,733.1,56.63,27.73,4.159204,30.29,44.31
